,Age,Overall,Potential,Preferred Foot,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Name,Nationality
15999,21,58,67,1,2.0,2.0,48.0,49.0,55.0,56.0,44.0,56.0,49.0,44.0,55.0,57.0,60.0,64.0,54.0,63.0,50.0,53.0,70.0,79.0,70.0,50.0,61.0,59.0,54.0,53.0,48.0,56.0,58.0,58.0,57.0,7.0,8.0,14.0,13.0,8.0,C. Coleman,Republic of Ireland
16000,17,58,78,0,3.0,2.0,40.0,39.0,50.0,64.0,30.0,55.0,40.0,35.0,55.0,60.0,59.0,58.0,60.0,59.0,64.0,53.0,52.0,54.0,58.0,43.0,68.0,54.0,51.0,58.0,45.0,60.0,60.0,52.0,42.0,14.0,12.0,5.0,13.0,6.0,M. O'Riley,England
16001,23,58,66,1,3.0,2.0,27.0,22.0,53.0,46.0,27.0,33.0,24.0,24.0,32.0,46.0,53.0,54.0,48.0,47.0,57.0,38.0,74.0,61.0,70.0,22.0,64.0,52.0,27.0,26.0,33.0,45.0,58.0,61.0,54.0,15.0,14.0,12.0,6.0,7.0,A. Gafaiti,Algeria
16002,32,58,58,1,3.0,2.0,54.0,51.0,59.0,54.0,33.0,53.0,33.0,24.0,52.0,57.0,51.0,53.0,66.0,60.0,83.0,50.0,75.0,66.0,65.0,51.0,65.0,61.0,27.0,49.0,56.0,55.0,51.0,58.0,57.0,12.0,15.0,14.0,12.0,8.0,P. Edwards,England
16003,20,58,71,1,3.0,2.0,30.0,48.0,40.0,65.0,24.0,58.0,47.0,34.0,61.0,61.0,67.0,64.0,63.0,58.0,78.0,45.0,52.0,34.0,31.0,35.0,45.0,57.0,42.0,59.0,44.0,43.0,50.0,59.0,46.0,11.0,14.0,9.0,11.0,15.0,G. Lapslie,England
16004,20,58,69,1,3.0,1.0,14.0,11.0,16.0,30.0,9.0,12.0,16.0,15.0,19.0,13.0,25.0,28.0,38.0,46.0,56.0,17.0,57.0,19.0,55.0,8.0,27.0,13.0,9.0,36.0,30.0,45.0,14.0,16.0,15.0,59.0,58.0,55.0,56.0,61.0,M. Gonzalez,Chile
16005,18,58,80,1,2.0,1.0,13.0,9.0,12.0,24.0,5.0,10.0,12.0,12.0,17.0,12.0,33.0,28.0,39.0,50.0,46.0,20.0,57.0,30.0,45.0,6.0,16.0,12.0,6.0,37.0,17.0,45.0,20.0,14.0,12.0,61.0,54.0,55.0,57.0,62.0,L. Ingolotti,Argentina
16006,25,58,62,1,3.0,1.0,11.0,7.0,13.0,15.0,8.0,8.0,13.0,12.0,24.0,17.0,43.0,36.0,42.0,40.0,49.0,17.0,58.0,16.0,40.0,6.0,19.0,6.0,6.0,46.0,13.0,38.0,20.0,11.0,14.0,62.0,58.0,59.0,58.0,59.0,G. Pozos,Mexico
16007,21,58,65,1,3.0,2.0,27.0,62.0,63.0,52.0,48.0,52.0,33.0,36.0,28.0,52.0,54.0,58.0,46.0,51.0,48.0,60.0,62.0,55.0,71.0,53.0,56.0,21.0,55.0,49.0,60.0,53.0,27.0,30.0,30.0,15.0,10.0,16.0,14.0,8.0,A. Aliev,Russia
16008,18,58,73,1,3.0,2.0,31.0,22.0,66.0,41.0,31.0,28.0,32.0,24.0,40.0,39.0,56.0,57.0,45.0,52.0,54.0,39.0,68.0,56.0,68.0,21.0,47.0,50.0,22.0,33.0,37.0,41.0,57.0,65.0,63.0,12.0,15.0,12.0,14.0,5.0,M. Bauer,Germany
16009,33,58,58,1,2.0,2.0,36.0,31.0,57.0,52.0,47.0,47.0,30.0,32.0,53.0,54.0,31.0,46.0,56.0,55.0,65.0,51.0,66.0,42.0,83.0,36.0,72.0,55.0,48.0,49.0,52.0,51.0,57.0,48.0,45.0,8.0,14.0,12.0,6.0,12.0,B. Sielewski,Poland
16010,22,58,68,0,3.0,2.0,48.0,41.0,42.0,63.0,51.0,60.0,45.0,41.0,56.0,58.0,70.0,63.0,61.0,48.0,73.0,56.0,72.0,57.0,46.0,52.0,50.0,54.0,48.0,52.0,50.0,47.0,57.0,64.0,59.0,14.0,8.0,6.0,7.0,6.0,A. Talal,Morocco
16011,21,58,68,0,3.0,2.0,24.0,17.0,57.0,51.0,15.0,36.0,29.0,32.0,45.0,42.0,52.0,53.0,54.0,49.0,54.0,31.0,58.0,34.0,70.0,19.0,53.0,55.0,21.0,36.0,39.0,40.0,56.0,62.0,58.0,13.0,14.0,11.0,10.0,8.0,K. Schlotterbeck,Germany
16012,19,58,71,0,3.0,2.0,54.0,35.0,49.0,62.0,29.0,53.0,36.0,42.0,50.0,58.0,71.0,64.0,71.0,49.0,62.0,48.0,72.0,59.0,56.0,34.0,57.0,57.0,35.0,52.0,44.0,49.0,54.0,60.0,56.0,14.0,5.0,6.0,12.0,14.0,G. Kilama,Cameroon
16013,21,58,66,0,3.0,2.0,47.0,24.0,59.0,40.0,38.0,51.0,29.0,33.0,35.0,49.0,65.0,69.0,65.0,55.0,65.0,43.0,71.0,67.0,64.0,31.0,56.0,57.0,32.0,38.0,48.0,50.0,55.0,59.0,58.0,12.0,6.0,11.0,7.0,9.0,J. Debayo,Nigeria
16014,19,58,67,1,4.0,2.0,39.0,29.0,49.0,59.0,49.0,62.0,60.0,44.0,58.0,60.0,76.0,77.0,81.0,68.0,67.0,59.0,71.0,85.0,72.0,45.0,78.0,55.0,39.0,48.0,38.0,42.0,47.0,54.0,51.0,9.0,13.0,5.0,11.0,10.0,B. Chapman,England
16015,18,58,70,1,2.0,2.0,51.0,34.0,48.0,35.0,26.0,64.0,36.0,34.0,35.0,57.0,64.0,61.0,58.0,57.0,66.0,32.0,63.0,62.0,55.0,28.0,74.0,56.0,46.0,40.0,45.0,34.0,54.0,63.0,66.0,12.0,10.0,6.0,10.0,14.0,V. Gendrey,France
16016,25,58,60,1,3.0,2.0,53.0,58.0,55.0,53.0,47.0,56.0,59.0,37.0,45.0,53.0,75.0,68.0,67.0,55.0,69.0,55.0,68.0,51.0,70.0,53.0,62.0,17.0,54.0,46.0,62.0,51.0,30.0,19.0,20.0,14.0,13.0,12.0,13.0,6.0,Li Shenglong,China PR
16017,21,58,68,0,3.0,2.0,61.0,47.0,44.0,62.0,32.0,54.0,35.0,32.0,51.0,60.0,62.0,69.0,62.0,51.0,65.0,53.0,61.0,72.0,63.0,41.0,48.0,35.0,53.0,46.0,48.0,53.0,38.0,40.0,40.0,5.0,12.0,10.0,15.0,14.0,M. Schlegel,Germany
16018,25,58,60,1,3.0,2.0,27.0,58.0,67.0,51.0,53.0,46.0,44.0,28.0,28.0,47.0,52.0,52.0,49.0,45.0,60.0,66.0,69.0,56.0,80.0,58.0,65.0,16.0,58.0,47.0,51.0,47.0,32.0,23.0,23.0,6.0,12.0,12.0,13.0,11.0,S. Quigley,England
16019,20,58,69,1,4.0,1.0,14.0,9.0,12.0,25.0,8.0,10.0,14.0,11.0,20.0,20.0,32.0,34.0,27.0,55.0,26.0,35.0,36.0,25.0,68.0,8.0,19.0,7.0,8.0,45.0,16.0,48.0,18.0,10.0,11.0,59.0,55.0,54.0,53.0,61.0,Y. Bangsow,Germany
16020,29,58,59,1,3.0,2.0,20.0,15.0,58.0,48.0,13.0,20.0,26.0,23.0,39.0,35.0,42.0,36.0,33.0,51.0,43.0,50.0,76.0,68.0,82.0,12.0,57.0,54.0,26.0,38.0,23.0,57.0,56.0,57.0,55.0,15.0,14.0,10.0,9.0,8.0,M. Leahy,Republic of Ireland
16021,20,58,66,1,3.0,2.0,54.0,52.0,49.0,62.0,41.0,56.0,54.0,48.0,57.0,61.0,79.0,80.0,67.0,51.0,74.0,52.0,58.0,68.0,40.0,35.0,39.0,26.0,44.0,61.0,52.0,60.0,32.0,44.0,47.0,10.0,8.0,7.0,7.0,9.0,S. Solli,Norway
16022,21,58,65,1,2.0,2.0,45.0,61.0,50.0,59.0,39.0,58.0,51.0,46.0,51.0,61.0,64.0,64.0,59.0,48.0,65.0,52.0,50.0,58.0,62.0,42.0,45.0,24.0,60.0,47.0,56.0,58.0,20.0,31.0,41.0,6.0,7.0,8.0,15.0,13.0,M. Firlej,Poland
16023,25,58,60,1,4.0,2.0,52.0,55.0,49.0,62.0,60.0,62.0,60.0,44.0,55.0,63.0,76.0,65.0,73.0,60.0,82.0,55.0,62.0,42.0,51.0,55.0,56.0,48.0,55.0,56.0,63.0,58.0,42.0,49.0,48.0,12.0,10.0,11.0,11.0,12.0,H. Bos,Netherlands
16024,20,58,66,1,2.0,2.0,45.0,40.0,50.0,60.0,29.0,57.0,41.0,35.0,57.0,60.0,64.0,59.0,70.0,58.0,72.0,50.0,70.0,75.0,69.0,43.0,61.0,51.0,45.0,59.0,41.0,52.0,55.0,54.0,52.0,10.0,7.0,13.0,13.0,10.0,J. Bird,England
16025,20,58,65,1,2.0,2.0,32.0,59.0,58.0,41.0,44.0,58.0,37.0,30.0,32.0,57.0,67.0,65.0,57.0,51.0,63.0,53.0,61.0,50.0,62.0,50.0,32.0,18.0,58.0,47.0,60.0,54.0,28.0,12.0,17.0,12.0,13.0,6.0,15.0,11.0,V. Arveladze,Georgia
16026,31,58,58,1,3.0,1.0,13.0,6.0,13.0,24.0,7.0,7.0,11.0,14.0,22.0,13.0,13.0,12.0,21.0,56.0,18.0,17.0,15.0,14.0,61.0,8.0,17.0,13.0,5.0,46.0,17.0,52.0,9.0,12.0,11.0,52.0,56.0,59.0,65.0,53.0,K. Kirihata,Japan
16027,21,58,70,1,2.0,2.0,20.0,12.0,52.0,32.0,27.0,24.0,26.0,25.0,28.0,32.0,52.0,64.0,62.0,41.0,59.0,34.0,70.0,62.0,69.0,18.0,48.0,61.0,20.0,27.0,31.0,38.0,58.0,65.0,57.0,9.0,11.0,9.0,7.0,14.0,A. Penny,Wales
16028,17,58,84,0,3.0,2.0,30.0,63.0,58.0,44.0,35.0,47.0,39.0,28.0,32.0,58.0,66.0,70.0,75.0,51.0,78.0,55.0,67.0,71.0,67.0,53.0,38.0,12.0,54.0,42.0,66.0,45.0,36.0,16.0,12.0,11.0,13.0,12.0,14.0,8.0,J. von Moos,Switzerland
16029,22,58,66,1,4.0,2.0,51.0,26.0,52.0,48.0,23.0,50.0,50.0,28.0,38.0,52.0,69.0,70.0,58.0,53.0,64.0,50.0,73.0,76.0,63.0,26.0,63.0,52.0,56.0,41.0,35.0,46.0,53.0,58.0,57.0,15.0,14.0,10.0,10.0,14.0,G. Boylan,Republic of Ireland
16030,22,58,68,1,3.0,1.0,8.0,7.0,14.0,24.0,6.0,12.0,13.0,14.0,18.0,15.0,30.0,33.0,43.0,47.0,41.0,22.0,52.0,24.0,53.0,11.0,18.0,10.0,6.0,27.0,21.0,39.0,20.0,13.0,10.0,60.0,61.0,54.0,58.0,55.0,I. Chicco,Argentina
16031,29,58,58,0,2.0,2.0,40.0,27.0,51.0,33.0,32.0,63.0,35.0,33.0,26.0,36.0,62.0,61.0,57.0,57.0,66.0,32.0,56.0,63.0,56.0,28.0,58.0,60.0,47.0,39.0,48.0,45.0,68.0,70.0,69.0,9.0,9.0,11.0,13.0,7.0,H. Arslan,Turkey
16032,20,58,71,1,3.0,3.0,44.0,56.0,46.0,56.0,41.0,61.0,40.0,38.0,45.0,61.0,76.0,73.0,63.0,50.0,52.0,54.0,53.0,65.0,69.0,49.0,62.0,47.0,53.0,56.0,38.0,53.0,46.0,43.0,36.0,14.0,6.0,9.0,14.0,7.0,A. Nalic,Sweden
16033,20,58,71,1,2.0,2.0,35.0,24.0,52.0,46.0,29.0,41.0,35.0,33.0,33.0,34.0,43.0,44.0,58.0,45.0,71.0,41.0,66.0,59.0,68.0,23.0,47.0,53.0,32.0,29.0,48.0,40.0,55.0,67.0,68.0,8.0,6.0,8.0,5.0,14.0,D. Rodríguez,Mexico
16034,19,58,69,1,3.0,2.0,45.0,60.0,53.0,52.0,61.0,58.0,31.0,27.0,33.0,55.0,69.0,68.0,75.0,57.0,82.0,57.0,69.0,52.0,38.0,42.0,31.0,16.0,59.0,43.0,55.0,48.0,18.0,18.0,14.0,8.0,8.0,13.0,11.0,7.0,S. Karweina,Germany
16035,22,58,66,1,3.0,2.0,36.0,20.0,47.0,41.0,29.0,34.0,28.0,22.0,33.0,33.0,66.0,58.0,43.0,51.0,56.0,38.0,70.0,62.0,85.0,19.0,74.0,51.0,22.0,31.0,25.0,47.0,58.0,57.0,51.0,12.0,12.0,6.0,15.0,12.0,Fabio,Brazil
16036,22,58,62,1,3.0,3.0,61.0,52.0,37.0,53.0,48.0,62.0,44.0,41.0,50.0,60.0,82.0,78.0,77.0,38.0,76.0,66.0,34.0,51.0,49.0,53.0,32.0,16.0,45.0,51.0,50.0,49.0,30.0,24.0,28.0,12.0,10.0,8.0,11.0,6.0,M. Harness,England
16037,21,58,65,1,3.0,2.0,42.0,41.0,35.0,58.0,44.0,62.0,47.0,41.0,55.0,59.0,74.0,75.0,68.0,52.0,81.0,44.0,53.0,66.0,36.0,37.0,48.0,31.0,44.0,62.0,46.0,56.0,44.0,43.0,42.0,8.0,9.0,13.0,7.0,9.0,C. Rzonca,England
16038,17,58,75,1,3.0,2.0,39.0,32.0,52.0,70.0,44.0,56.0,39.0,39.0,61.0,53.0,62.0,66.0,51.0,53.0,71.0,61.0,59.0,62.0,59.0,45.0,62.0,40.0,57.0,54.0,53.0,43.0,60.0,54.0,59.0,13.0,7.0,9.0,7.0,13.0,A. Manzur,Argentina
16039,19,58,73,1,2.0,2.0,48.0,15.0,49.0,63.0,23.0,59.0,52.0,23.0,60.0,63.0,52.0,53.0,43.0,44.0,51.0,58.0,66.0,55.0,75.0,53.0,43.0,54.0,20.0,30.0,30.0,38.0,60.0,63.0,61.0,7.0,7.0,13.0,9.0,13.0,S. Bone,England
16040,18,58,69,1,2.0,2.0,55.0,32.0,45.0,38.0,28.0,60.0,39.0,31.0,34.0,50.0,67.0,63.0,59.0,53.0,69.0,35.0,59.0,59.0,52.0,33.0,61.0,59.0,46.0,38.0,44.0,48.0,56.0,64.0,60.0,9.0,12.0,14.0,5.0,14.0,T. Sopacua,Netherlands
16041,21,58,68,1,3.0,1.0,12.0,9.0,13.0,19.0,6.0,8.0,14.0,14.0,21.0,19.0,16.0,24.0,22.0,54.0,22.0,16.0,31.0,17.0,64.0,7.0,33.0,16.0,12.0,24.0,15.0,22.0,6.0,11.0,10.0,61.0,55.0,55.0,50.0,62.0,H. Takimoto,Japan
16042,30,58,58,1,3.0,1.0,17.0,11.0,10.0,23.0,5.0,12.0,17.0,18.0,42.0,20.0,36.0,49.0,35.0,54.0,25.0,8.0,69.0,35.0,34.0,15.0,35.0,12.0,10.0,60.0,15.0,53.0,12.0,10.0,3.0,59.0,62.0,56.0,58.0,52.0,Geng Xiaofeng,China PR
16043,21,58,70,1,3.0,1.0,11.0,9.0,11.0,23.0,7.0,14.0,19.0,6.0,24.0,26.0,48.0,38.0,25.0,56.0,53.0,24.0,60.0,40.0,57.0,15.0,17.0,18.0,7.0,21.0,10.0,27.0,28.0,19.0,19.0,54.0,60.0,56.0,55.0,58.0,M. Soldo,Austria
16044,20,58,68,1,3.0,2.0,51.0,51.0,39.0,55.0,38.0,58.0,42.0,39.0,56.0,56.0,78.0,77.0,68.0,44.0,58.0,49.0,52.0,53.0,70.0,38.0,40.0,36.0,52.0,52.0,63.0,46.0,32.0,35.0,42.0,11.0,7.0,11.0,8.0,12.0,K. Petratos,Australia
16045,21,58,71,1,3.0,2.0,52.0,28.0,55.0,57.0,30.0,55.0,35.0,30.0,55.0,44.0,64.0,66.0,60.0,52.0,63.0,58.0,67.0,65.0,66.0,35.0,56.0,56.0,39.0,35.0,38.0,44.0,59.0,55.0,58.0,8.0,12.0,9.0,14.0,8.0,N. Giménez,Argentina
16046,21,58,67,1,3.0,2.0,56.0,57.0,53.0,60.0,45.0,58.0,59.0,53.0,62.0,62.0,75.0,69.0,70.0,53.0,69.0,53.0,65.0,59.0,49.0,50.0,65.0,38.0,57.0,54.0,54.0,47.0,51.0,51.0,51.0,10.0,10.0,6.0,8.0,8.0,Wang Xiaole,China PR
16047,19,58,70,1,3.0,1.0,11.0,6.0,15.0,16.0,8.0,10.0,15.0,10.0,22.0,19.0,26.0,30.0,25.0,47.0,37.0,20.0,46.0,20.0,62.0,8.0,29.0,9.0,10.0,29.0,12.0,36.0,14.0,11.0,11.0,62.0,61.0,59.0,54.0,55.0,L. Schaffran,Germany
16048,25,58,60,0,2.0,2.0,55.0,37.0,56.0,52.0,48.0,53.0,50.0,35.0,55.0,55.0,69.0,71.0,66.0,52.0,71.0,47.0,72.0,61.0,60.0,38.0,52.0,58.0,48.0,54.0,39.0,46.0,54.0,54.0,52.0,5.0,12.0,7.0,14.0,10.0,A. Fox,England
16049,18,58,69,1,3.0,2.0,63.0,44.0,43.0,58.0,40.0,53.0,43.0,40.0,58.0,56.0,67.0,55.0,64.0,55.0,76.0,56.0,61.0,52.0,62.0,57.0,42.0,58.0,60.0,53.0,48.0,54.0,56.0,56.0,54.0,11.0,7.0,13.0,6.0,7.0,R. Cooney,England
16050,22,58,67,1,2.0,2.0,22.0,19.0,61.0,43.0,26.0,28.0,33.0,27.0,40.0,37.0,58.0,54.0,40.0,48.0,50.0,37.0,73.0,57.0,69.0,17.0,68.0,55.0,21.0,26.0,39.0,38.0,55.0,56.0,60.0,10.0,14.0,8.0,13.0,8.0,N. Samayoa,Guatemala
16051,28,58,58,1,2.0,2.0,31.0,54.0,48.0,56.0,55.0,58.0,38.0,33.0,48.0,53.0,78.0,76.0,71.0,52.0,65.0,59.0,78.0,65.0,68.0,49.0,38.0,29.0,58.0,54.0,38.0,58.0,37.0,16.0,18.0,6.0,15.0,16.0,7.0,6.0,A. Soukouna,France
16052,20,58,72,1,3.0,2.0,60.0,40.0,51.0,54.0,47.0,54.0,60.0,53.0,52.0,53.0,77.0,82.0,75.0,57.0,76.0,57.0,62.0,50.0,51.0,44.0,63.0,34.0,59.0,51.0,59.0,55.0,30.0,33.0,44.0,13.0,7.0,14.0,10.0,5.0,I. Bolaño,Argentina
16053,20,58,69,1,3.0,2.0,23.0,61.0,54.0,41.0,56.0,52.0,42.0,32.0,24.0,50.0,77.0,81.0,60.0,52.0,55.0,57.0,67.0,60.0,71.0,56.0,26.0,12.0,54.0,46.0,58.0,57.0,20.0,12.0,13.0,9.0,10.0,14.0,9.0,14.0,K. Ogawa,Japan
16054,36,58,58,1,2.0,1.0,21.0,12.0,24.0,12.0,17.0,21.0,14.0,20.0,22.0,17.0,36.0,34.0,33.0,46.0,32.0,16.0,53.0,43.0,50.0,20.0,43.0,12.0,8.0,29.0,25.0,37.0,24.0,14.0,21.0,58.0,59.0,55.0,59.0,58.0,K. Fegrouche,Morocco
16055,27,58,59,1,3.0,2.0,43.0,61.0,54.0,64.0,39.0,56.0,36.0,37.0,59.0,55.0,76.0,74.0,73.0,56.0,80.0,58.0,66.0,42.0,58.0,57.0,60.0,45.0,64.0,61.0,51.0,44.0,56.0,53.0,50.0,6.0,10.0,14.0,13.0,16.0,Lee Ho Seok,Korea Republic
16056,22,58,62,1,3.0,3.0,56.0,57.0,38.0,60.0,43.0,62.0,53.0,35.0,51.0,61.0,66.0,61.0,56.0,40.0,61.0,55.0,59.0,64.0,65.0,49.0,29.0,25.0,46.0,49.0,50.0,49.0,23.0,28.0,26.0,11.0,7.0,14.0,15.0,14.0,H. Balic,Bosnia Herzegovina
16057,21,58,66,1,3.0,2.0,44.0,46.0,35.0,65.0,38.0,57.0,47.0,38.0,57.0,59.0,59.0,59.0,70.0,58.0,73.0,51.0,49.0,55.0,63.0,52.0,40.0,47.0,47.0,59.0,49.0,51.0,52.0,51.0,50.0,12.0,6.0,9.0,8.0,14.0,F. Lauenborg,Denmark
16058,23,58,64,1,3.0,2.0,46.0,28.0,54.0,38.0,25.0,28.0,31.0,27.0,32.0,33.0,64.0,67.0,53.0,58.0,70.0,34.0,73.0,58.0,62.0,21.0,59.0,53.0,24.0,27.0,37.0,45.0,58.0,64.0,60.0,12.0,15.0,6.0,8.0,11.0,K. Saka,Japan
16059,26,58,60,1,3.0,2.0,57.0,53.0,55.0,57.0,52.0,57.0,55.0,53.0,56.0,57.0,63.0,59.0,63.0,54.0,67.0,59.0,80.0,72.0,59.0,57.0,74.0,58.0,57.0,58.0,57.0,56.0,45.0,57.0,54.0,7.0,8.0,10.0,8.0,9.0,K. Buckley,Republic of Ireland
16060,21,58,68,1,3.0,2.0,41.0,64.0,53.0,46.0,34.0,55.0,37.0,27.0,26.0,56.0,64.0,68.0,68.0,51.0,66.0,59.0,68.0,69.0,69.0,48.0,55.0,25.0,56.0,44.0,54.0,51.0,39.0,16.0,16.0,10.0,5.0,7.0,8.0,14.0,L. Scott,Australia
16061,22,58,69,1,2.0,1.0,14.0,12.0,13.0,44.0,11.0,14.0,16.0,13.0,38.0,20.0,55.0,58.0,58.0,60.0,56.0,25.0,58.0,38.0,63.0,16.0,22.0,12.0,11.0,32.0,25.0,35.0,18.0,15.0,19.0,62.0,57.0,53.0,50.0,58.0,A. Torres,Mexico
16062,21,58,67,1,3.0,2.0,50.0,32.0,56.0,47.0,28.0,60.0,31.0,33.0,28.0,55.0,61.0,53.0,67.0,55.0,55.0,31.0,57.0,71.0,64.0,29.0,68.0,56.0,45.0,32.0,36.0,39.0,54.0,60.0,63.0,9.0,14.0,15.0,10.0,14.0,S. McMann,Scotland
16063,18,58,78,0,2.0,1.0,11.0,9.0,14.0,39.0,10.0,9.0,14.0,14.0,30.0,17.0,20.0,31.0,29.0,50.0,48.0,33.0,61.0,19.0,49.0,10.0,22.0,19.0,8.0,30.0,21.0,41.0,10.0,15.0,14.0,60.0,58.0,55.0,55.0,60.0,A. Rosteghin,Italy
16064,23,58,64,1,2.0,2.0,42.0,48.0,49.0,59.0,41.0,53.0,40.0,40.0,59.0,59.0,67.0,69.0,72.0,55.0,66.0,60.0,59.0,62.0,65.0,61.0,68.0,56.0,51.0,56.0,58.0,47.0,43.0,44.0,42.0,14.0,12.0,13.0,10.0,6.0,A. Wheeler-Omiunu,United States
16065,18,58,77,1,3.0,2.0,52.0,61.0,53.0,50.0,41.0,57.0,37.0,24.0,28.0,58.0,71.0,70.0,67.0,50.0,70.0,55.0,67.0,54.0,73.0,46.0,45.0,13.0,52.0,35.0,49.0,39.0,20.0,28.0,18.0,11.0,7.0,10.0,13.0,12.0,N. Awuku,Germany
16066,20,58,66,0,3.0,2.0,62.0,33.0,59.0,70.0,44.0,57.0,46.0,45.0,63.0,48.0,61.0,63.0,61.0,59.0,89.0,58.0,55.0,68.0,35.0,40.0,38.0,41.0,57.0,46.0,58.0,42.0,46.0,53.0,59.0,5.0,13.0,7.0,12.0,10.0,B. García,Mexico
16067,22,58,69,1,3.0,2.0,26.0,26.0,45.0,30.0,30.0,32.0,22.0,23.0,28.0,43.0,60.0,70.0,41.0,48.0,55.0,35.0,68.0,54.0,77.0,19.0,64.0,52.0,21.0,35.0,37.0,46.0,59.0,62.0,58.0,9.0,7.0,8.0,7.0,10.0,D. Riccardi,Italy
16068,18,58,78,1,3.0,3.0,58.0,66.0,43.0,57.0,51.0,64.0,49.0,46.0,45.0,69.0,55.0,55.0,58.0,47.0,58.0,69.0,48.0,36.0,50.0,42.0,33.0,23.0,53.0,49.0,69.0,51.0,47.0,34.0,33.0,5.0,13.0,8.0,6.0,15.0,M. Meli,Italy
16069,23,58,63,1,1.0,1.0,11.0,9.0,13.0,28.0,20.0,9.0,24.0,11.0,30.0,19.0,50.0,64.0,41.0,64.0,31.0,37.0,61.0,17.0,27.0,9.0,39.0,28.0,7.0,30.0,14.0,40.0,20.0,13.0,14.0,48.0,68.0,52.0,38.0,70.0,D. Petersson,Sweden
16070,21,58,67,1,2.0,1.0,11.0,9.0,14.0,23.0,8.0,10.0,15.0,13.0,23.0,14.0,34.0,38.0,27.0,41.0,35.0,25.0,54.0,22.0,47.0,9.0,23.0,13.0,8.0,44.0,12.0,45.0,11.0,12.0,13.0,60.0,58.0,62.0,59.0,60.0,E. Pauchet,France
16071,35,58,58,1,1.0,1.0,18.0,15.0,14.0,36.0,15.0,11.0,20.0,12.0,23.0,20.0,42.0,40.0,42.0,51.0,43.0,23.0,53.0,32.0,54.0,13.0,32.0,19.0,13.0,45.0,11.0,50.0,15.0,13.0,19.0,63.0,57.0,56.0,55.0,58.0,S. Farelli,Italy
16072,19,58,74,1,3.0,1.0,7.0,4.0,7.0,22.0,4.0,6.0,9.0,8.0,23.0,19.0,21.0,17.0,36.0,43.0,23.0,34.0,47.0,18.0,64.0,7.0,29.0,14.0,4.0,23.0,5.0,24.0,8.0,12.0,9.0,58.0,58.0,58.0,58.0,63.0,E. Gründemann,Germany
16073,19,58,70,1,2.0,2.0,41.0,56.0,54.0,56.0,43.0,52.0,35.0,33.0,53.0,58.0,63.0,70.0,69.0,50.0,64.0,62.0,77.0,79.0,61.0,58.0,58.0,30.0,56.0,52.0,52.0,49.0,26.0,36.0,20.0,10.0,15.0,14.0,14.0,6.0,M. Ludwig,Germany
16074,17,58,76,1,3.0,2.0,31.0,25.0,66.0,35.0,28.0,31.0,29.0,26.0,25.0,28.0,58.0,63.0,41.0,49.0,33.0,41.0,62.0,63.0,84.0,26.0,46.0,52.0,30.0,30.0,34.0,41.0,57.0,59.0,56.0,13.0,6.0,9.0,10.0,10.0,E. Pletinckx,Belgium
16075,19,58,72,1,3.0,3.0,46.0,51.0,41.0,51.0,45.0,61.0,50.0,39.0,53.0,57.0,82.0,74.0,80.0,46.0,73.0,45.0,58.0,57.0,45.0,47.0,37.0,24.0,53.0,53.0,44.0,57.0,28.0,31.0,34.0,14.0,14.0,11.0,8.0,14.0,A. Elyounoussi,Norway
16076,18,58,69,1,2.0,2.0,30.0,27.0,56.0,36.0,28.0,31.0,34.0,32.0,35.0,33.0,61.0,54.0,36.0,54.0,51.0,44.0,68.0,63.0,69.0,27.0,48.0,53.0,28.0,31.0,39.0,46.0,57.0,65.0,65.0,8.0,6.0,6.0,11.0,15.0,M. Simakan,France
16077,20,58,68,1,2.0,1.0,12.0,9.0,11.0,29.0,5.0,9.0,13.0,11.0,27.0,10.0,48.0,35.0,32.0,57.0,34.0,21.0,41.0,24.0,58.0,6.0,23.0,8.0,5.0,34.0,16.0,25.0,5.0,10.0,12.0,55.0,58.0,50.0,58.0,57.0,G. Kyrnats,Russia
16078,25,58,61,1,3.0,2.0,34.0,63.0,59.0,39.0,36.0,52.0,36.0,29.0,26.0,57.0,56.0,58.0,53.0,57.0,55.0,57.0,61.0,59.0,71.0,51.0,31.0,10.0,53.0,48.0,59.0,57.0,14.0,16.0,10.0,11.0,13.0,8.0,11.0,7.0,S. Hiramatsu,Japan
16079,21,58,64,1,3.0,2.0,55.0,30.0,50.0,51.0,30.0,65.0,41.0,38.0,31.0,56.0,67.0,59.0,59.0,59.0,65.0,24.0,62.0,59.0,59.0,26.0,55.0,56.0,58.0,41.0,40.0,40.0,45.0,61.0,63.0,14.0,7.0,10.0,9.0,10.0,N. Gómez,Argentina
16080,25,58,62,0,3.0,2.0,57.0,38.0,48.0,56.0,35.0,56.0,49.0,43.0,54.0,55.0,73.0,79.0,81.0,57.0,79.0,48.0,58.0,54.0,41.0,44.0,51.0,52.0,51.0,42.0,45.0,38.0,51.0,58.0,54.0,15.0,13.0,14.0,13.0,12.0,N. Ralph,England
